height,slope_avg,river_distance_avg,drainscore_avg,permeable,distance_avg,length_sew,numpoints,dept_avg
698.0,6.0,118.0,4.0,1,312.0,0.0,0.0,0.0
198.75,3.5,1214.0,4.0,1,172.0,0.0,0.0,0.0
434.4,5.5,38.0,4.0,1,257.0,0.0,0.0,0.0
522.75,4.5,181.0,4.0,1,472.0,0.0,0.0,0.0
275.0,4.0,431.0,2.6666666666666665,1,29.0,0.0,0.0,0.0
519.3333333333334,3.5,138.0,4.0,1,618.0,0.0,0.0,0.0
311.75,3.5,301.0,4.0,1,1294.0,0.0,0.0,0.0
334.8,3.0,260.0,4.0,0,766.0,0.0,0.0,0.0
150.5,3.5,385.0,4.0,1,527.0,32.09090909090909,6.0,0.0
326.0,6.0,64.0,4.0,1,372.0,0.0,0.0,0.0
232.0,3.25,544.0,4.0,0,240.0,43.5,2.0,0.0
333.25,3.0,27.0,4.0,1,190.0,0.0,0.0,0.0
30.0,2.0,719.0,4.666666666666667,0,761.0,12.5,4.0,0.0
318.25,2.5,310.0,2.0,1,0.0,0.0,0.0,0.0
55.66666666666666,2.5,85.0,4.0,1,202.0,0.0,0.0,0.0
422.5,4.0,0.0,4.0,1,336.0,0.0,0.0,0.0
97.75,3.4,458.0,4.0,1,420.0,0.0,0.0,0.0
731.5,7.0,832.0,4.0,1,866.0,0.0,0.0,0.0
666.0,15.0,1017.0,5.0,1,1769.0,0.0,0.0,0.0
594.0,2.5,959.0,4.0,1,2238.0,0.0,0.0,0.0
450.0,4.333333333333333,484.0,2.6666666666666665,1,40.0,0.0,0.0,0.0
178.66666666666666,2.5,500.0,4.0,0,237.0,101.0,0.0,0.0
191.75,3.5,310.0,4.0,1,276.0,0.0,0.0,0.0
118.0,1.5,568.0,4.0,0,363.0,0.0,0.0,0.0
797.25,13.5,307.0,4.5,1,2286.0,0.0,0.0,0.0
460.75,4.0,264.0,4.0,1,660.0,0.0,0.0,0.0
141.5,4.0,636.0,2.0,0,60.0,0.0,0.0,0.0
693.75,6.0,464.0,4.0,1,1231.0,0.0,0.0,0.0
461.0,5.5,648.0,4.0,1,400.0,0.0,0.0,0.0
426.5,6.0,16.0,4.0,1,4.0,0.0,0.0,0.0
369.75,5.75,632.0,4.0,1,321.0,0.0,0.0,0.0
411.75,7.0,276.0,4.0,0,188.0,0.0,0.0,0.0
184.66666666666663,3.0,335.0,2.0,0,0.0,22.6,3.0,0.0
121.5,2.0,403.0,2.6666666666666665,1,30.0,24.818181818181817,17.0,0.0
640.6,10.666666666666666,629.0,2.0,1,835.0,0.0,0.0,0.0
210.25,5.333333333333333,90.0,4.0,1,162.0,0.0,0.0,0.0
1028.0,12.0,1566.0,4.0,1,1780.0,0.0,0.0,0.0
610.6666666666666,15.25,256.0,4.0,1,1225.0,0.0,0.0,0.0
84.25,4.0,532.0,4.0,0,242.0,11.25,1.0,0.0
467.0,4.6,330.0,4.0,1,683.0,0.0,0.0,0.0
619.75,19.0,388.0,4.0,0,1088.0,0.0,0.0,0.0
105.0,2.0,259.0,4.0,1,799.0,36.66666666666666,1.0,0.0
53.0,5.0,487.0,4.0,1,1110.0,0.0,0.0,0.0
104.33333333333331,1.5,467.0,4.0,1,99.0,0.0,0.0,0.0
113.5,2.0,56.0,4.0,1,76.0,0.0,0.0,0.0
75.0,2.5,210.0,4.0,1,106.0,31.625,6.0,0.0
1241.75,8.5,1228.0,4.0,1,516.0,0.0,0.0,0.0
64.75,2.0,802.0,2.0,1,17.0,25.727272727272727,7.0,0.0
800.0,12.5,821.0,4.5,1,2336.0,0.0,0.0,0.0
700.0,19.25,758.0,5.0,1,765.0,0.0,0.0,0.0
690.75,7.75,756.0,4.0,1,1033.0,0.0,0.0,0.0
225.5,6.0,913.0,4.0,1,269.0,0.0,0.0,0.0
750.0,5.833333333333333,1022.0,4.0,1,438.0,0.0,0.0,0.0
714.8333333333334,6.0,1009.0,4.0,0,2076.0,0.0,0.0,0.0
1751.3333333333333,15.0,1000.0,4.5,1,212.0,0.0,0.0,0.0
1005.0,11.5,938.0,4.0,1,2233.0,0.0,0.0,0.0
538.25,4.0,119.0,4.0,1,267.0,0.0,0.0,0.0
32.166666666666664,1.5,578.0,4.0,1,127.0,0.0,0.0,0.0
314.75,2.5,264.0,4.0,0,30.0,0.0,0.0,0.0
461.6666666666667,3.5,97.0,4.0,1,925.0,0.0,0.0,0.0
222.25,5.0,629.0,4.0,1,118.0,34.833333333333336,3.0,0.0
320.8333333333333,4.5,257.0,4.0,1,56.0,0.0,0.0,0.0
21.0,1.0,466.0,4.0,1,657.0,40.5,1.0,0.0
366.3333333333333,9.0,114.0,4.0,1,1031.0,0.0,0.0,0.0
115.4,2.5,266.0,4.0,0,180.0,30.666666666666668,7.0,0.0
1505.0,13.25,475.0,4.0,0,1413.0,0.0,0.0,0.0
852.1666666666666,14.6,1804.0,4.0,1,164.0,0.0,0.0,0.0
84.75,2.0,147.0,4.0,1,330.0,21.647058823529413,10.0,0.0
1110.0,9.75,844.0,4.0,1,1104.0,0.0,0.0,0.0
409.75,5.5,538.0,4.0,0,350.0,0.0,0.0,0.0
24.0,4.666666666666667,634.0,2.6666666666666665,1,47.0,32.666666666666664,2.0,0.0
356.25,8.5,126.0,4.0,0,228.0,0.0,0.0,0.0
1224.5,22.666666666666668,2027.0,4.5,1,1016.0,0.0,0.0,0.0
201.5,3.5,720.0,4.0,1,512.0,0.0,0.0,0.0
67.66666666666667,1.0,789.0,4.0,0,776.0,31.08695652173913,9.0,0.0
1010.1666666666666,11.5,1035.0,4.0,1,2432.0,0.0,0.0,0.0
583.5,14.571428571428571,373.0,4.0,1,340.0,0.0,0.0,0.0
235.0,3.5,497.0,2.0,1,60.0,0.0,0.0,0.0
718.6,7.333333333333333,1277.0,4.0,1,2064.0,0.0,0.0,0.0
151.25,2.0,147.0,4.0,1,394.0,0.0,0.0,0.0
241.5,9.0,203.0,4.0,1,470.0,0.0,0.0,0.0
1641.0,25.25,1213.0,5.0,1,78.0,0.0,0.0,0.0
31.4,1.3333333333333333,929.0,4.0,1,1146.0,0.0,0.0,0.0
320.0,4.5,276.0,2.0,0,5.0,0.0,0.0,0.0
164.66666666666666,3.5,163.0,4.0,1,252.0,0.0,0.0,0.0
788.75,14.5,1519.0,4.0,0,1593.0,0.0,0.0,0.0
718.75,7.0,1411.0,4.0,1,2042.0,0.0,0.0,0.0
177.0,2.5,809.0,4.0,1,108.0,0.0,0.0,0.0
35.0,2.0,451.0,4.0,0,478.0,21.7,17.0,0.0
401.25,6.5,127.0,4.0,1,491.0,0.0,0.0,0.0
181.5,3.0,900.0,4.0,1,207.0,0.0,0.0,0.0
135.33333333333334,3.0,621.0,4.0,1,427.0,0.0,0.0,0.0
354.5,4.666666666666667,452.0,4.0,1,355.0,0.0,0.0,0.0
111.0,3.5,633.0,4.0,1,173.0,0.0,0.0,0.0
55.66666666666666,1.0,559.0,4.0,1,641.0,28.9375,10.0,0.0
461.25,5.5,224.0,2.0,1,71.0,27.142857142857142,5.0,0.0
805.75,16.75,1099.0,4.0,1,2477.0,0.0,0.0,0.0
61.75,2.5,109.0,4.0,0,502.0,0.0,0.0,0.0
1355.8333333333333,13.5,1061.0,4.0,1,1534.0,0.0,0.0,0.0
202.75,3.0,189.0,4.0,0,502.0,0.0,0.0,0.0
424.0,7.0,520.0,4.0,1,135.0,0.0,0.0,0.0
520.3333333333334,3.0,278.0,4.0,1,216.0,0.0,0.0,0.0
150.16666666666666,2.0,935.0,4.0,0,426.0,31.46153846153846,8.0,0.0
322.0,4.0,331.0,4.0,1,106.0,0.0,0.0,0.0
838.6666666666666,9.4,693.0,4.5,1,2630.0,0.0,0.0,0.0
158.5,3.5,295.0,4.0,1,151.0,0.0,0.0,0.0
23.5,1.6,778.0,4.0,1,367.0,0.0,0.0,0.0
541.0,3.0,605.0,4.0,1,395.0,0.0,0.0,0.0
269.75,5.5,179.0,4.0,1,120.0,0.0,0.0,0.0
128.2,4.5,250.0,4.0,1,200.0,34.0,2.0,0.0
213.0,9.25,39.0,4.0,0,637.0,0.0,0.0,0.0
491.0,8.0,128.0,4.0,0,425.0,0.0,0.0,0.0
24.5,2.5,811.0,4.0,1,191.0,0.0,0.0,0.0
94.0,2.5,979.0,4.0,1,46.0,21.59090909090909,11.0,0.0
1415.0,28.0,1725.0,4.5,0,843.0,0.0,0.0,0.0
53.25,1.5,892.0,4.0,1,68.0,26.90909090909091,11.0,0.0
41.5,2.0,1486.0,4.0,1,390.0,33.22222222222222,4.0,0.0
119.66666666666669,1.5,285.0,4.0,1,420.0,18.33333333333333,6.0,0.0
98.66666666666669,1.0,420.0,4.0,1,212.0,13.5,1.0,0.0
29.0,1.5,420.0,4.0,1,80.0,22.4,3.0,0.0
72.75,2.5,293.0,4.0,1,262.0,25.0,2.0,0.0
234.3333333333333,8.0,612.0,4.0,1,387.0,0.0,0.0,0.0
251.0,5.5,191.0,4.0,1,253.0,0.0,0.0,0.0
79.25,3.0,966.0,4.0,0,422.0,34.57142857142857,8.0,0.0
406.25,2.5,174.0,2.0,1,435.0,0.0,0.0,0.0
561.25,3.0,136.0,4.0,1,400.0,0.0,0.0,0.0
713.5,2.75,871.0,4.0,1,1483.0,0.0,0.0,0.0
3.5,0.5,459.0,0.0,1,351.0,0.0,0.0,0.0
492.25,7.0,265.0,2.0,0,487.0,0.0,0.0,0.0
986.5,21.75,2268.0,2.5,0,312.0,0.0,0.0,0.0
841.0,6.75,1431.0,5.0,1,1485.0,0.0,0.0,0.0
523.5,9.0,495.0,4.0,1,186.0,0.0,0.0,0.0
201.0,2.5,246.0,4.0,1,117.0,0.0,0.0,0.0
878.0,6.0,1247.0,4.0,1,3450.0,0.0,0.0,0.0
371.0,6.0,350.0,4.0,1,565.0,0.0,0.0,0.0
767.75,11.0,1088.0,5.0,1,1231.0,0.0,0.0,0.0
234.66666666666663,3.0,421.0,4.0,0,200.0,34.2,4.0,0.0
133.75,4.5,582.0,4.0,0,101.0,0.0,0.0,0.0
568.6666666666666,6.0,153.0,4.0,0,935.0,0.0,0.0,0.0
300.1666666666667,6.0,843.0,4.0,1,564.0,0.0,0.0,0.0
343.25,4.0,907.0,4.0,1,108.0,0.0,0.0,0.0
151.0,4.0,185.0,4.0,1,235.0,0.0,0.0,0.0
100.5,2.5,778.0,4.0,1,242.0,0.0,0.0,0.0
453.5,3.5,11.0,4.0,1,1532.0,37.0,0.0,0.0
391.3333333333333,10.75,831.0,4.0,1,699.0,0.0,0.0,0.0
1136.0,6.0,1081.0,4.0,1,3000.0,0.0,0.0,0.0
237.66666666666663,3.6666666666666665,372.0,4.0,1,175.0,0.0,0.0,0.0
538.5,7.0,416.0,4.0,1,748.0,0.0,0.0,0.0
1163.0,26.0,467.0,4.0,1,351.0,0.0,0.0,0.0
464.5,5.0,193.0,4.0,1,685.0,0.0,0.0,0.0
602.4,1.6666666666666667,819.0,4.5,1,1966.0,0.0,0.0,0.0
1542.2,19.25,75.0,4.0,0,1074.0,0.0,0.0,0.0
201.0,3.0,730.0,4.0,1,152.0,0.0,0.0,0.0
76.66666666666667,4.0,126.0,4.0,0,985.0,0.0,0.0,0.0
505.75,4.5,689.0,4.0,1,465.0,0.0,0.0,0.0
325.0,3.5,220.0,4.0,0,1486.0,0.0,0.0,0.0
202.3333333333333,2.5,451.0,4.0,0,287.0,0.0,0.0,0.0
29.5,1.5,1019.0,4.5,1,625.0,22.428571428571427,4.0,0.0
347.5,4.75,270.0,4.0,0,753.0,0.0,0.0,0.0
165.5,5.0,702.0,4.0,1,285.0,0.0,0.0,0.0
765.25,5.5,1201.0,4.0,1,317.0,0.0,0.0,0.0
1257.5555555555557,12.25,1057.0,4.0,0,506.0,0.0,0.0,0.0
179.66666666666666,1.5,74.0,4.0,1,117.0,40.2,6.0,0.0
301.0,6.0,714.0,4.0,1,336.0,0.0,0.0,0.0
1077.0,13.0,2251.0,4.0,1,1054.0,0.0,0.0,0.0
162.25,2.5,411.0,4.0,0,482.0,0.0,0.0,0.0
405.0,6.333333333333333,89.0,4.0,1,220.0,0.0,0.0,0.0
1108.5,11.4,2298.0,4.0,1,1235.0,0.0,0.0,0.0
952.75,18.0,1358.0,4.5,0,1229.0,0.0,0.0,0.0
547.5,2.0,396.0,4.0,1,652.0,0.0,0.0,0.0
379.25,5.5,444.0,4.0,1,569.0,0.0,0.0,0.0
816.5,11.5,1672.0,4.5,1,107.0,0.0,0.0,0.0
326.25,3.5,359.0,4.0,1,183.0,0.0,0.0,0.0
104.5,5.0,758.0,4.0,0,604.0,0.0,0.0,0.0
726.5,9.0,1259.0,4.0,0,700.0,0.0,0.0,0.0
735.3333333333334,9.0,884.0,4.0,1,1739.0,0.0,0.0,0.0
68.33333333333333,3.0,92.0,4.0,0,224.0,25.454545454545453,9.0,0.0
472.75,5.0,176.0,4.0,1,662.0,0.0,0.0,0.0
636.0,4.5,382.0,4.0,1,222.0,0.0,0.0,0.0
253.66666666666663,4.666666666666667,172.0,2.0,0,459.0,0.0,0.0,0.0
334.3333333333333,7.0,663.0,4.0,1,382.0,0.0,0.0,0.0
780.3333333333334,5.0,1865.0,4.0,1,2606.0,0.0,0.0,0.0
73.0,1.5,845.0,4.0,1,270.0,38.45454545454545,5.0,0.0
76.5,2.5,999.0,4.0,1,274.0,38.71428571428572,7.0,0.0
9.6,3.0,259.0,3.0,0,711.0,48.333333333333336,1.0,0.0
22.0,0.5,536.0,4.0,0,593.0,0.0,0.0,0.0
842.0,4.25,706.0,4.0,1,3343.0,0.0,0.0,0.0
423.25,3.5,233.0,4.0,1,248.0,0.0,0.0,0.0
49.66666666666666,6.5,1079.0,4.0,0,396.0,0.0,0.0,0.0
227.0,3.0,38.0,4.0,1,282.0,0.0,0.0,0.0
925.0,17.0,1816.0,4.5,1,444.0,0.0,0.0,0.0
1361.0,16.25,1816.0,5.0,1,879.0,0.0,0.0,0.0
1455.5,19.666666666666668,490.0,4.0,1,1275.0,0.0,0.0,0.0
601.25,6.5,458.0,4.0,0,760.0,0.0,0.0,0.0
347.0,6.0,739.0,4.0,1,553.0,0.0,0.0,0.0
794.9,7.5,1228.0,4.0,1,382.0,0.0,0.0,0.0
155.5,1.5,701.0,4.0,1,345.0,0.0,0.0,0.0
62.5,2.0,417.0,4.0,0,664.0,26.6,6.0,0.0
124.25,2.0,783.0,4.0,1,289.0,0.0,0.0,0.0
456.0,3.0,166.0,4.0,1,1031.0,0.0,0.0,0.0
1194.5,14.75,1603.0,4.0,0,1052.0,0.0,0.0,0.0
1177.6666666666667,12.5,1507.0,4.0,0,318.0,0.0,0.0,0.0
707.0,10.5,1468.0,4.0,1,1562.0,0.0,0.0,0.0
916.75,9.333333333333334,1616.0,4.5,1,4039.0,0.0,0.0,0.0
34.5,0.5,431.0,4.0,1,460.0,19.195121951219512,22.0,0.0
740.0,10.5,1314.0,2.0,0,1472.0,0.0,0.0,0.0
66.5,2.0,503.0,4.0,1,152.0,37.1,6.0,0.0
144.0,5.5,771.0,4.0,1,251.0,0.0,0.0,0.0
5.75,2.0,574.0,2.5,0,353.0,0.0,0.0,0.0
253.16666666666663,4.5,356.0,4.0,1,580.0,0.0,0.0,0.0
962.0,21.5,1741.0,4.0,0,830.0,0.0,0.0,0.0
399.25,5.5,480.0,4.0,1,118.0,0.0,0.0,0.0
309.75,5.5,325.0,4.0,1,475.0,0.0,0.0,0.0
1194.75,9.666666666666666,1314.0,4.0,1,537.0,0.0,0.0,0.0
294.5,3.5,0.0,4.0,1,132.0,0.0,0.0,0.0
375.4,3.6666666666666665,0.0,2.6666666666666665,0,75.0,0.0,0.0,0.0
1286.25,13.0,990.0,4.0,0,781.0,0.0,0.0,0.0
162.33333333333334,6.5,95.0,4.0,1,764.0,0.0,0.0,0.0
38.0,1.0,186.0,4.0,1,206.0,27.894736842105264,15.0,0.0
382.0,4.5,414.0,4.0,1,301.0,0.0,0.0,0.0
91.75,4.0,239.0,4.0,1,80.0,0.0,0.0,0.0
374.5,5.333333333333333,595.0,4.0,1,643.0,0.0,0.0,0.0
747.5,7.666666666666667,1378.0,4.0,1,2114.0,0.0,0.0,0.0
1038.75,12.5,896.0,4.0,1,2345.0,0.0,0.0,0.0
131.75,4.75,201.0,4.0,1,404.0,0.0,0.0,0.0
14.25,4.833333333333333,420.0,4.0,1,686.0,21.0,16.0,0.0
510.75,4.5,636.0,4.0,1,271.0,0.0,0.0,0.0
175.75,3.5,696.0,4.0,1,373.0,0.0,0.0,0.0
606.25,4.6,341.0,2.0,1,580.0,0.0,0.0,0.0
669.25,12.0,798.0,4.0,0,1140.0,0.0,0.0,0.0
596.75,3.0,902.0,4.0,1,1157.0,0.0,0.0,0.0
1211.6666666666667,17.75,1523.0,5.0,0,442.0,0.0,0.0,0.0
601.4,4.0,917.0,5.0,1,1791.0,0.0,0.0,0.0
566.6,4.5,330.0,2.0,1,34.0,0.0,0.0,0.0
360.25,8.5,354.0,4.0,1,307.0,0.0,0.0,0.0
27.0,3.5,310.0,4.5,1,207.0,11.0,2.0,0.0
772.0,5.5,1396.0,4.0,1,2360.0,0.0,0.0,0.0
74.75,2.5,771.0,4.0,0,493.0,29.0,11.0,0.0
135.75,3.6666666666666665,454.0,2.0,1,0.0,0.0,0.0,0.0
475.25,4.5,209.0,4.0,1,187.0,0.0,0.0,0.0
1107.5,10.6,457.0,4.0,1,1893.0,0.0,0.0,0.0
217.8333333333333,3.5,428.0,4.0,1,85.0,0.0,0.0,0.0
250.0,3.5,553.0,2.6666666666666665,0,29.0,0.0,0.0,0.0
482.5,7.5,114.0,4.0,1,461.0,0.0,0.0,0.0
197.0,15.0,527.0,4.0,1,328.0,0.0,0.0,0.0
204.5,5.0,807.0,4.0,0,471.0,0.0,0.0,0.0
296.6666666666667,5.333333333333333,837.0,4.0,1,622.0,0.0,0.0,0.0
74.0,2.5,917.0,4.0,1,360.0,28.714285714285715,8.0,0.0
95.0,4.0,735.0,3.5,1,999.0,0.0,0.0,0.0
602.0,14.5,263.0,4.0,1,1133.0,0.0,0.0,0.0
208.5,3.0,138.0,4.0,1,475.0,0.0,0.0,0.0
641.0,5.0,310.0,4.0,1,387.0,0.0,0.0,0.0
785.0,11.666666666666666,1788.0,4.5,0,2547.0,0.0,0.0,0.0
976.0,8.25,68.0,4.0,1,326.0,0.0,0.0,0.0
305.5,6.0,252.0,4.0,1,441.0,0.0,0.0,0.0
1045.5,9.5,1184.0,4.0,1,881.0,0.0,0.0,0.0
499.6666666666667,4.0,165.0,4.0,1,464.0,0.0,0.0,0.0
565.0,6.0,19.0,4.0,1,713.0,0.0,0.0,0.0
93.75,1.0,1032.0,4.0,0,802.0,36.125,3.0,0.0
702.6,9.0,1402.0,3.0,1,1418.0,0.0,0.0,0.0
65.33333333333333,1.3333333333333333,526.0,4.0,0,49.0,23.0,8.0,0.0
333.0,6.5,784.0,4.0,1,355.0,0.0,0.0,0.0
303.25,4.0,336.0,4.0,1,642.0,0.0,0.0,0.0
1183.5,20.5,1576.0,5.0,1,120.0,0.0,0.0,0.0
1019.0,16.5,2308.0,4.0,1,751.0,0.0,0.0,0.0
582.1666666666666,5.4,269.0,4.0,1,418.0,0.0,0.0,0.0
1202.25,10.5,885.0,4.0,0,2743.0,0.0,0.0,0.0
19.75,1.5,300.0,4.0,0,464.0,22.473684210526315,12.0,0.0
401.3333333333333,3.6666666666666665,173.0,2.0,1,433.0,0.0,0.0,0.0
536.5,7.0,361.0,4.0,0,319.0,0.0,0.0,0.0
264.25,3.5,713.0,4.0,0,166.0,0.0,0.0,0.0
110.0,3.0,442.0,4.0,1,109.0,0.0,0.0,0.0
510.25,2.6,0.0,4.0,1,506.0,0.0,0.0,0.0
1008.5,10.25,1333.0,4.5,0,921.0,0.0,0.0,0.0
59.16666666666666,5.0,386.0,4.0,0,482.0,0.0,0.0,0.0
16.333333333333332,2.0,491.0,4.0,0,249.0,0.0,0.0,0.0
473.75,6.333333333333333,247.0,2.0,1,40.0,30.25,3.0,0.0
572.0,4.666666666666667,267.0,4.0,1,784.0,0.0,0.0,0.0
514.75,5.5,425.0,2.0,1,159.0,0.0,0.0,0.0
181.66666666666663,1.5,282.0,2.0,0,16.0,22.58333333333333,7.0,0.0
39.25,2.0,243.0,4.0,0,221.0,21.0,2.0,0.0
447.25,10.0,248.0,4.0,0,774.0,0.0,0.0,0.0
556.25,3.6666666666666665,60.0,2.0,1,794.0,0.0,0.0,0.0
269.6666666666667,3.5,218.0,4.0,0,1043.0,0.0,0.0,0.0
838.5,10.666666666666666,1210.0,4.5,1,2733.0,0.0,0.0,0.0
536.5,4.666666666666667,62.0,4.0,0,182.0,0.0,0.0,0.0
699.75,9.25,744.0,4.0,1,1801.0,0.0,0.0,0.0
432.25,4.5,0.0,4.0,0,98.0,0.0,0.0,0.0
1050.6666666666667,21.0,301.0,5.0,1,505.0,0.0,0.0,0.0
569.0,6.2,256.0,4.0,1,689.0,0.0,0.0,0.0
387.75,4.0,81.0,4.0,1,960.0,0.0,0.0,0.0
79.33333333333333,2.5,644.0,4.0,1,1031.0,32.75,4.0,0.0
565.2,5.5,754.0,2.0,0,740.0,0.0,0.0,0.0
263.6666666666667,3.0,29.0,4.0,1,131.0,0.0,0.0,0.0
259.6666666666667,4.0,138.0,4.0,1,232.0,0.0,0.0,0.0
98.33333333333331,3.0,545.0,4.0,1,549.0,0.0,0.0,0.0
1347.1666666666667,10.5,715.0,4.0,1,434.0,0.0,0.0,0.0
727.8,10.25,563.0,4.5,0,2055.0,0.0,0.0,0.0
466.5,6.25,367.0,4.0,1,131.0,0.0,0.0,0.0
431.25,5.5,356.0,4.0,1,389.0,0.0,0.0,0.0
155.0,3.25,265.0,2.0,1,37.0,0.0,0.0,0.0
936.1666666666666,15.0,566.0,5.0,1,1051.0,0.0,0.0,0.0
316.3333333333333,7.0,380.0,2.0,1,5.0,0.0,0.0,0.0
58.0,2.0,445.0,4.5,0,1018.0,30.72,19.0,0.0
7.5,7.333333333333333,553.0,2.0,0,476.0,27.285714285714285,7.0,0.0
216.5,9.666666666666666,172.0,4.0,1,573.0,0.0,0.0,0.0
567.75,4.5,259.0,4.0,1,55.0,0.0,0.0,0.0
90.5,1.5,1303.0,4.0,1,113.0,27.2,2.0,0.0
499.8,8.0,372.0,4.0,0,362.0,0.0,0.0,0.0
10.25,4.25,563.0,4.5,1,442.0,27.19047619047619,14.0,0.0
189.0,15.0,327.0,4.0,1,599.0,0.0,0.0,0.0
104.75,2.5,357.0,4.0,1,115.0,23.066666666666663,10.0,0.0
199.8333333333333,6.0,281.0,4.0,1,563.0,0.0,0.0,0.0
256.25,4.666666666666667,108.0,4.0,1,57.0,0.0,0.0,0.0
23.5,0.5,915.0,4.0,1,305.0,0.0,0.0,0.0
195.25,2.5,492.0,4.0,1,270.0,0.0,0.0,0.0
862.5,9.0,1189.0,4.0,1,3351.0,0.0,0.0,0.0
1424.1666666666667,27.0,1244.0,5.0,1,357.0,0.0,0.0,0.0
312.5,3.5,177.0,4.0,1,409.0,0.0,0.0,0.0
227.25,4.5,127.0,4.0,1,186.0,0.0,0.0,0.0
368.75,3.5,88.0,2.0,1,1.0,0.0,0.0,0.0
776.0,5.0,1420.0,4.5,1,2429.0,0.0,0.0,0.0
100.0,3.0,354.0,4.0,1,260.0,0.0,0.0,0.0
62.25,2.0,133.0,4.0,1,179.0,29.1,11.0,0.0
626.5,5.75,610.0,5.0,0,2338.0,0.0,0.0,0.0
473.25,6.666666666666667,14.0,4.0,1,454.0,0.0,0.0,0.0
654.3333333333334,18.5,898.0,5.0,1,1811.0,0.0,0.0,0.0
348.75,5.0,453.0,2.0,1,86.0,0.0,0.0,0.0
157.0,2.0,595.0,4.0,1,214.0,26.375,5.0,0.0
18.4,2.0,993.0,3.0,1,87.0,23.55555555555556,5.0,0.0
99.25,1.5,493.0,4.0,1,410.0,23.59259259259259,15.0,0.0
267.25,5.5,554.0,4.0,1,265.0,0.0,0.0,0.0
557.0,9.666666666666666,114.0,4.0,0,1187.0,0.0,0.0,0.0
76.66666666666667,5.0,502.0,4.0,0,350.0,22.5,2.0,0.0
416.75,3.5,479.0,3.5,1,271.0,0.0,0.0,0.0
24.0,2.0,903.0,4.5,0,649.0,14.5,7.0,0.0
481.5,5.0,137.0,4.0,1,450.0,0.0,0.0,0.0
802.6666666666666,12.5,1199.0,4.0,1,2499.0,0.0,0.0,0.0
386.0,3.0,111.0,4.0,0,796.0,0.0,0.0,0.0
156.5,2.5,794.0,4.0,1,489.0,28.41176470588235,13.0,0.0
247.3333333333333,5.333333333333333,817.0,4.0,1,245.0,0.0,0.0,0.0
