height,slope_avg,river_distance_avg,drainscore_avg,permeable,distance_avg,length_sew,numpoints,dept_avg
527.25,8.0,641.0,4.0,1,747.0,0.0,0.0,0.0
542.0,9.0,365.0,4.0,1,1028.0,0.0,0.0,0.0
1426.5,16.0,2094.0,4.0,1,671.0,0.0,0.0,0.0
1012.0,12.0,1122.0,4.0,1,2456.0,0.0,0.0,0.0
1010.0,16.0,468.0,5.0,1,862.0,0.0,0.0,0.0
502.0,4.0,168.0,2.0,1,247.0,0.0,0.0,0.0
53.0,1.0,219.0,4.0,0,919.0,0.0,0.0,0.0
777.0,12.5,311.0,4.0,1,2334.0,0.0,0.0,0.0
664.5,13.666666666666666,993.0,4.5,1,1551.0,0.0,0.0,0.0
349.0,6.0,117.0,4.0,1,167.0,0.0,0.0,0.0
133.0,3.0,392.0,4.0,1,37.0,0.0,0.0,0.0
679.75,6.5,869.0,4.0,1,1088.0,0.0,0.0,0.0
79.0,3.0,452.0,4.0,1,628.0,0.0,0.0,0.0
76.0,2.0,592.0,4.0,1,159.0,0.0,0.0,0.0
25.0,2.5,249.0,4.0,1,310.0,0.0,0.0,0.0
136.0,2.0,215.0,2.0,1,12.0,0.0,0.0,0.0
218.0,3.0,931.0,4.0,1,223.0,0.0,0.0,0.0
201.5,3.0,516.0,4.0,1,444.0,0.0,0.0,0.0
55.0,3.0,417.0,4.0,1,417.0,0.0,0.0,0.0
224.5,4.5,393.0,4.0,1,83.0,16.0,1.0,0.0
421.5,6.0,548.0,0.0,1,0.0,0.0,0.0,0.0
956.5,7.5,979.0,5.0,1,1426.0,0.0,0.0,0.0
581.0,7.0,156.0,4.0,1,240.0,0.0,0.0,0.0
12.0,1.5,636.0,4.0,0,337.0,0.0,0.0,0.0
745.5,10.0,1048.0,4.0,1,922.0,0.0,0.0,0.0
40.0,2.0,206.0,4.0,1,406.0,26.5,0.0,0.0
412.5,5.0,501.0,4.0,1,788.0,0.0,0.0,0.0
276.0,4.0,676.0,4.0,1,172.0,0.0,0.0,0.0
3.0,3.0,726.0,0.0,1,817.0,0.0,0.0,0.0
695.0,6.0,576.0,4.0,1,1600.0,0.0,0.0,0.0
63.5,3.0,682.0,4.0,1,379.0,8.0,0.0,0.0
320.5,4.0,393.0,4.0,1,107.0,0.0,0.0,0.0
218.0,6.0,327.0,4.0,1,75.0,0.0,0.0,0.0
201.0,1.0,600.0,4.0,1,268.0,0.0,0.0,0.0
38.0,3.0,1149.0,4.5,1,578.0,18.0,2.0,0.0
412.0,4.0,50.0,4.0,1,461.0,0.0,0.0,0.0
382.0,5.0,423.0,4.0,1,1201.0,0.0,0.0,0.0
513.5,4.0,141.0,4.0,1,475.0,0.0,0.0,0.0
574.0,5.5,225.0,4.0,1,200.0,0.0,0.0,0.0
251.0,2.0,387.0,4.0,1,995.0,0.0,0.0,0.0
91.5,4.0,456.0,4.0,0,141.0,9.666666666666666,2.0,0.0
399.0,6.0,177.0,4.0,1,931.0,0.0,0.0,0.0
32.0,1.0,277.0,4.0,1,409.0,17.666666666666668,2.0,0.0
539.75,3.5,233.0,4.0,1,273.0,0.0,0.0,0.0
248.0,4.0,659.0,4.0,1,46.0,0.0,0.0,0.0
16.25,5.0,893.0,4.0,0,232.0,10.866666666666667,7.0,0.0
105.33333333333331,2.0,500.0,4.0,1,282.0,0.0,0.0,0.0
26.0,1.5,794.0,4.0,1,672.0,0.0,0.0,0.0
324.0,4.5,253.0,2.0,1,154.0,0.0,0.0,0.0
177.0,1.5,327.0,2.0,1,0.0,0.0,0.0,0.0
87.0,5.0,494.0,4.5,0,552.0,16.0,2.0,0.0
81.0,15.5,128.0,4.0,1,308.0,0.0,0.0,0.0
87.0,1.0,780.0,4.0,1,259.0,11.25,3.0,0.0
912.0,7.5,2355.0,4.0,1,3733.0,0.0,0.0,0.0
1121.0,6.5,1192.0,4.0,1,3060.0,0.0,0.0,0.0
173.5,3.0,306.0,4.0,1,0.0,0.0,0.0,0.0
251.25,4.0,389.0,4.0,1,90.0,0.0,0.0,0.0
635.0,4.0,281.0,4.0,1,744.0,0.0,0.0,0.0
56.0,2.0,670.0,4.0,0,889.0,0.0,0.0,0.0
250.0,6.0,396.0,4.0,1,176.0,0.0,0.0,0.0
943.0,18.75,555.0,5.0,1,1235.0,0.0,0.0,0.0
94.5,1.0,815.0,4.0,0,1192.0,16.333333333333332,1.0,0.0
1229.5,5.0,441.0,4.0,1,2113.0,0.0,0.0,0.0
70.5,2.0,912.0,4.0,1,364.0,19.75,0.0,0.0
559.5,13.0,724.0,5.0,1,1385.0,0.0,0.0,0.0
261.0,3.0,679.0,4.0,1,189.0,0.0,0.0,0.0
345.5,6.0,120.0,4.0,1,459.0,0.0,0.0,0.0
147.5,2.5,329.0,4.0,1,106.0,0.0,0.0,0.0
64.5,2.5,393.0,4.0,1,426.0,0.0,0.0,0.0
1032.0,20.5,240.0,4.0,1,107.0,0.0,0.0,0.0
609.5,4.0,1204.0,4.5,1,1821.0,0.0,0.0,0.0
333.0,4.0,346.0,4.0,1,227.0,0.0,0.0,0.0
112.5,2.5,637.0,4.0,1,668.0,0.0,0.0,0.0
829.0,16.0,888.0,5.0,1,995.0,0.0,0.0,0.0
23.0,1.5,903.0,4.0,0,272.0,0.0,0.0,0.0
128.0,3.0,186.0,4.0,1,112.0,0.0,0.0,0.0
1382.0,17.5,1779.0,4.0,1,415.0,0.0,0.0,0.0
38.0,4.5,646.0,4.0,1,667.0,15.285714285714286,3.0,0.0
508.5,6.0,184.0,4.0,1,1576.0,0.0,0.0,0.0
42.0,2.5,1045.0,4.5,1,617.0,0.0,0.0,0.0
777.0,7.0,1652.0,4.5,1,1861.0,0.0,0.0,0.0
290.5,4.5,252.0,4.0,1,353.0,0.0,0.0,0.0
100.5,3.0,554.0,4.0,1,505.0,0.0,0.0,0.0
985.5,15.0,2433.0,4.0,1,638.0,0.0,0.0,0.0
511.0,4.0,188.0,4.0,1,622.0,0.0,0.0,0.0
194.0,3.5,1009.0,4.0,1,931.0,11.5,1.0,0.0
24.0,1.0,465.0,4.0,1,458.0,11.75,3.0,0.0
738.0,6.0,819.0,4.0,1,705.0,0.0,0.0,0.0
382.5,6.0,300.0,4.0,1,216.0,0.0,0.0,0.0
594.0,12.5,588.0,5.0,1,1115.0,0.0,0.0,0.0
311.0,2.5,337.0,4.0,1,384.0,0.0,0.0,0.0
604.5,9.0,472.0,4.0,1,94.0,0.0,0.0,0.0
96.0,3.0,418.0,4.0,0,228.0,30.0,0.0,0.0
540.5,5.0,291.0,4.0,1,483.0,0.0,0.0,0.0
479.0,8.0,299.0,0.0,1,7.0,29.0,0.0,0.0
1010.0,20.0,2253.0,5.0,1,307.0,0.0,0.0,0.0
70.0,2.0,899.0,4.0,1,21.0,15.0,0.0,0.0
42.0,1.0,324.0,4.0,1,96.0,30.0,0.0,0.0
154.0,3.5,580.0,4.0,1,24.0,0.0,0.0,0.0
596.0,6.0,703.0,4.0,1,1039.0,0.0,0.0,0.0
693.75,5.5,722.0,4.0,1,1373.0,0.0,0.0,0.0
58.0,2.0,333.0,4.0,1,576.0,0.0,0.0,0.0
472.0,7.5,832.0,4.0,1,832.0,0.0,0.0,0.0
184.0,3.0,237.0,4.0,1,101.0,0.0,0.0,0.0
301.0,7.0,181.0,4.0,1,471.0,0.0,0.0,0.0
365.0,10.0,453.0,4.0,1,463.0,0.0,0.0,0.0
837.0,10.0,1846.0,4.0,1,1798.0,0.0,0.0,0.0
116.5,2.0,379.0,4.0,1,176.0,0.0,0.0,0.0
846.0,12.0,1959.0,4.0,1,950.0,0.0,0.0,0.0
93.5,2.0,870.0,2.0,1,36.0,0.0,0.0,0.0
235.0,10.0,333.0,4.0,1,397.0,0.0,0.0,0.0
490.0,6.25,554.0,4.0,1,395.0,0.0,0.0,0.0
239.0,5.0,110.0,4.0,1,275.0,0.0,0.0,0.0
226.0,3.5,688.0,4.0,1,124.0,0.0,0.0,0.0
1145.0,8.0,1376.0,4.5,1,480.0,0.0,0.0,0.0
320.0,5.0,452.0,4.0,1,106.0,0.0,0.0,0.0
18.0,2.0,858.0,4.0,1,422.0,0.0,0.0,0.0
23.0,1.0,439.0,4.0,1,593.0,22.0,0.0,0.0
609.0,5.5,317.0,4.0,1,407.0,0.0,0.0,0.0
459.6666666666667,4.0,312.0,4.0,1,138.0,0.0,0.0,0.0
103.5,2.0,347.0,4.0,1,736.0,16.0,2.0,0.0
1164.0,5.5,864.0,4.0,1,2730.0,0.0,0.0,0.0
817.0,15.0,205.0,5.0,1,2674.0,0.0,0.0,0.0
58.333333333333336,2.0,208.0,4.0,1,148.0,15.0,0.0,0.0
631.0,16.5,821.0,5.0,1,1348.0,0.0,0.0,0.0
388.0,6.5,567.0,4.0,1,380.0,0.0,0.0,0.0
321.0,4.0,150.0,4.0,1,43.0,0.0,0.0,0.0
86.5,2.0,330.0,4.0,1,82.0,18.0,2.0,0.0
29.0,0.5,1043.0,4.0,1,946.0,0.0,0.0,0.0
681.75,5.5,369.0,4.0,1,1389.0,0.0,0.0,0.0
787.5,4.5,1610.0,4.0,1,2550.0,0.0,0.0,0.0
99.0,2.5,366.0,4.0,1,514.0,26.0,1.0,0.0
1744.5,14.0,1527.0,5.0,1,316.0,0.0,0.0,0.0
219.0,5.0,376.0,4.0,1,72.0,0.0,0.0,0.0
7.0,3.0,321.0,4.0,1,325.0,22.0,1.0,0.0
3.0,0.5,594.0,0.0,1,796.0,21.0,2.0,0.0
233.0,6.0,1046.0,4.0,1,858.0,0.0,0.0,0.0
54.0,1.0,195.0,4.0,1,340.0,0.0,0.0,0.0
546.0,2.5,568.0,4.0,1,773.0,0.0,0.0,0.0
564.0,4.0,81.0,4.0,1,971.0,0.0,0.0,0.0
52.5,1.0,245.0,4.0,1,286.0,0.0,0.0,0.0
510.25,5.0,466.0,2.0,1,112.0,0.0,0.0,0.0
440.0,4.5,489.0,4.0,1,189.0,0.0,0.0,0.0
603.5,7.0,144.0,4.0,1,1146.0,0.0,0.0,0.0
974.0,10.0,2038.0,4.0,1,3657.0,0.0,0.0,0.0
107.0,2.0,136.0,4.0,1,99.0,0.0,0.0,0.0
166.0,3.0,374.0,4.0,1,458.0,0.0,0.0,0.0
65.33333333333333,4.0,119.0,4.0,1,200.0,7.5,0.0,0.0
239.75,3.0,588.0,4.0,1,7.0,0.0,0.0,0.0
191.5,4.5,373.0,4.0,1,309.0,0.0,0.0,0.0
330.0,11.5,430.0,4.0,1,217.0,0.0,0.0,0.0
106.0,2.0,544.0,3.0,0,918.0,20.0,1.0,0.0
565.0,12.0,510.0,4.0,1,1112.0,0.0,0.0,0.0
196.0,13.5,322.0,4.0,1,274.0,0.0,0.0,0.0
29.5,1.5,530.0,4.0,1,756.0,20.33333333333333,1.0,0.0
512.0,3.0,442.0,4.0,1,1550.0,0.0,0.0,0.0
1203.0,25.0,2348.0,5.0,1,1182.0,0.0,0.0,0.0
547.0,4.0,185.0,4.0,1,161.0,0.0,0.0,0.0
1211.0,33.0,1438.0,2.5,1,363.0,0.0,0.0,0.0
58.66666666666666,4.0,164.0,4.0,1,870.0,0.0,0.0,0.0
1218.0,7.0,1411.0,4.0,1,196.0,0.0,0.0,0.0
671.5,7.0,890.0,4.5,1,1725.0,0.0,0.0,0.0
64.0,2.0,748.0,4.0,1,153.0,0.0,0.0,0.0
64.0,2.0,549.0,4.0,1,941.0,0.0,0.0,0.0
529.0,4.0,194.0,4.0,1,439.0,0.0,0.0,0.0
133.0,2.0,923.0,4.5,1,351.0,0.0,0.0,0.0
397.5,4.5,525.0,4.0,1,1350.0,0.0,0.0,0.0
765.0,5.0,1002.0,4.0,1,3745.0,0.0,0.0,0.0
819.0,10.0,1129.0,4.0,1,554.0,0.0,0.0,0.0
106.0,1.0,531.0,2.0,1,25.0,9.5,1.0,0.0
269.0,3.0,648.0,4.0,1,301.0,0.0,0.0,0.0
356.0,6.0,57.0,4.0,1,73.0,0.0,0.0,0.0
300.0,4.0,836.0,2.0,1,25.0,0.0,0.0,0.0
326.5,5.0,350.0,4.0,1,93.0,0.0,0.0,0.0
1360.25,11.5,692.0,4.0,1,985.0,0.0,0.0,0.0
240.0,3.0,225.0,4.0,1,354.0,0.0,0.0,0.0
161.5,7.5,376.0,4.0,1,363.0,0.0,0.0,0.0
225.0,2.5,58.0,4.0,1,533.0,0.0,0.0,0.0
372.0,4.0,89.0,4.0,1,793.0,0.0,0.0,0.0
1490.5,11.5,703.0,4.0,1,1476.0,0.0,0.0,0.0
19.0,1.0,454.0,2.0,1,5.0,0.0,0.0,0.0
573.0,12.0,105.0,4.0,1,1150.0,0.0,0.0,0.0
132.25,5.0,447.0,4.0,1,169.0,0.0,0.0,0.0
1586.5,36.0,1276.0,5.0,1,306.0,0.0,0.0,0.0
763.0,7.0,1247.0,4.0,1,211.0,0.0,0.0,0.0
996.0,18.5,1938.0,4.0,1,982.0,0.0,0.0,0.0
26.0,3.0,430.0,4.0,1,416.0,0.0,0.0,0.0
375.0,13.0,244.0,4.0,1,570.0,0.0,0.0,0.0
10.0,2.0,418.0,4.0,1,449.0,0.0,0.0,0.0
549.0,5.0,175.0,4.0,1,212.0,0.0,0.0,0.0
302.0,5.5,258.0,2.0,1,55.0,0.0,0.0,0.0
313.5,5.0,357.0,4.0,1,444.0,0.0,0.0,0.0
271.0,4.5,474.0,4.0,1,275.0,0.0,0.0,0.0
373.5,7.0,245.0,2.0,1,96.0,0.0,0.0,0.0
666.0,7.0,1013.0,4.0,1,2270.0,0.0,0.0,0.0
259.0,5.5,1209.0,4.0,1,525.0,0.0,0.0,0.0
55.5,1.0,255.0,4.0,1,1046.0,11.8,3.0,0.0
385.5,2.0,165.0,4.0,1,826.0,0.0,0.0,0.0
1071.0,12.0,1153.0,4.0,1,2867.0,0.0,0.0,0.0
36.0,2.0,1164.0,4.0,0,152.0,15.0,1.0,0.0
421.0,7.0,346.0,4.0,1,179.0,0.0,0.0,0.0
604.0,4.0,477.0,4.0,1,843.0,0.0,0.0,0.0
1205.0,23.0,1668.0,5.0,1,441.0,0.0,0.0,0.0
29.0,2.0,833.0,4.0,1,803.0,0.0,0.0,0.0
155.0,4.5,240.0,4.0,1,169.0,0.0,0.0,0.0
386.5,3.0,647.0,4.0,1,135.0,0.0,0.0,0.0
1054.5,24.5,345.0,4.0,1,131.0,0.0,0.0,0.0
740.0,8.0,769.0,4.0,1,1731.0,0.0,0.0,0.0
535.0,6.5,295.0,4.0,1,716.0,0.0,0.0,0.0
749.75,7.5,1443.0,4.5,1,1914.0,0.0,0.0,0.0
37.0,2.0,76.0,4.0,1,446.0,0.0,0.0,0.0
267.25,4.0,907.0,4.0,1,962.0,0.0,0.0,0.0
673.0,13.5,611.0,4.0,1,1345.0,0.0,0.0,0.0
66.0,3.0,476.0,4.0,1,907.0,0.0,0.0,0.0
393.6666666666667,7.0,640.0,4.0,1,263.0,0.0,0.0,0.0
674.0,11.0,289.0,4.0,1,1058.0,0.0,0.0,0.0
339.0,4.0,363.0,4.0,1,225.0,35.0,0.0,0.0
93.0,6.0,869.0,4.0,1,147.0,0.0,0.0,0.0
1217.0,10.5,511.0,4.0,1,1940.0,0.0,0.0,0.0
554.0,7.5,378.0,4.0,1,477.0,0.0,0.0,0.0
471.0,7.0,83.0,4.0,1,811.0,0.0,0.0,0.0
688.0,3.5,1058.0,4.0,1,355.0,0.0,0.0,0.0
1596.0,14.0,1935.0,4.0,1,563.0,0.0,0.0,0.0
52.0,1.0,399.0,4.0,1,436.0,0.0,0.0,0.0
794.0,11.0,382.0,5.0,1,3098.0,0.0,0.0,0.0
590.5,8.0,846.0,4.0,1,722.0,0.0,0.0,0.0
8.0,3.0,546.0,4.0,1,330.0,10.428571428571429,3.0,0.0
215.5,5.5,852.0,4.0,1,384.0,0.0,0.0,0.0
1333.0,23.0,1338.0,5.0,1,390.0,0.0,0.0,0.0
571.0,4.5,143.0,4.0,1,283.0,0.0,0.0,0.0
620.0,5.5,113.0,4.0,1,426.0,0.0,0.0,0.0
100.5,1.5,492.0,4.0,1,288.0,0.0,0.0,0.0
833.5,3.5,1129.0,4.0,1,3087.0,0.0,0.0,0.0
745.5,6.0,1095.0,4.0,1,233.0,0.0,0.0,0.0
172.25,2.0,518.0,4.0,1,160.0,0.0,0.0,0.0
558.0,7.0,138.0,4.0,1,844.0,0.0,0.0,0.0
76.0,1.5,35.0,4.0,1,179.0,0.0,0.0,0.0
288.0,7.0,422.0,4.0,1,94.0,0.0,0.0,0.0
84.75,2.0,583.0,2.0,1,18.0,19.666666666666668,1.0,0.0
160.0,1.0,722.0,4.0,1,149.0,0.0,0.0,0.0
221.0,4.5,685.0,4.0,1,208.0,0.0,0.0,0.0
3.0,1.5,383.0,4.0,0,1025.0,8.666666666666666,2.0,0.0
19.0,1.5,608.0,4.0,1,304.0,20.0,1.0,0.0
387.5,5.0,465.0,4.0,1,93.0,0.0,0.0,0.0
286.0,3.0,148.0,4.0,1,369.0,0.0,0.0,0.0
313.0,4.5,1143.0,4.0,1,846.0,0.0,0.0,0.0
252.0,5.0,258.0,4.0,1,294.0,0.0,0.0,0.0
286.0,3.0,370.0,4.0,1,407.0,0.0,0.0,0.0
604.5,3.0,1326.0,4.0,1,2278.0,0.0,0.0,0.0
542.5,7.0,846.0,5.0,1,1477.0,0.0,0.0,0.0
59.0,1.0,927.0,4.0,1,666.0,22.5,0.0,0.0
1079.0,15.0,615.0,4.0,1,1916.0,0.0,0.0,0.0
27.0,1.0,901.0,4.0,1,778.0,0.0,0.0,0.0
1107.6,7.5,1291.0,4.0,1,585.0,0.0,0.0,0.0
141.0,12.0,456.0,4.0,1,415.0,0.0,0.0,0.0
677.0,7.0,1168.0,4.0,1,1516.0,0.0,0.0,0.0
451.0,4.0,60.0,4.0,0,1343.0,0.0,0.0,0.0
690.0,7.5,817.0,4.0,1,2049.0,0.0,0.0,0.0
865.0,26.0,381.0,5.0,1,3119.0,0.0,0.0,0.0
226.0,5.5,429.0,4.0,1,616.0,0.0,0.0,0.0
1113.0,5.0,728.0,4.0,1,2421.0,0.0,0.0,0.0
672.0,7.5,170.0,4.0,1,1188.0,0.0,0.0,0.0
301.0,5.0,123.0,4.0,1,360.0,0.0,0.0,0.0
710.5,9.0,1142.0,4.0,1,1947.0,0.0,0.0,0.0
82.0,3.0,376.0,4.0,1,527.0,10.4,3.0,0.0
99.0,3.0,287.0,4.0,1,201.0,20.0,2.0,0.0
380.0,6.0,247.0,4.0,1,484.0,0.0,0.0,0.0
394.0,3.0,406.0,4.0,1,565.0,0.0,0.0,0.0
36.75,0.5,20.0,2.5,1,34.0,0.0,0.0,0.0
464.5,6.0,225.0,4.0,1,374.0,0.0,0.0,0.0
264.0,3.5,387.0,4.0,1,163.0,0.0,0.0,0.0
835.0,14.0,838.0,4.5,1,945.0,0.0,0.0,0.0
796.5,16.0,1749.0,4.5,1,1830.0,0.0,0.0,0.0
74.0,1.0,361.0,4.0,1,205.0,0.0,0.0,0.0
457.5,9.0,788.0,4.0,1,844.0,0.0,0.0,0.0
19.0,1.0,567.0,4.0,1,366.0,0.0,0.0,0.0
161.0,4.0,702.0,4.0,1,357.0,0.0,0.0,0.0
570.0,6.0,174.0,4.0,1,799.0,0.0,0.0,0.0
108.5,1.0,504.0,2.0,1,12.0,10.333333333333334,2.0,0.0
509.0,4.0,802.0,4.0,1,348.0,0.0,0.0,0.0
476.5,6.0,215.0,4.0,1,88.0,0.0,0.0,0.0
176.0,2.0,327.0,4.0,1,10.0,10.25,2.0,0.0
61.5,3.0,587.0,4.0,1,608.0,14.0,1.0,0.0
1229.0,26.0,689.0,4.0,1,410.0,0.0,0.0,0.0
37.5,2.5,295.0,4.0,1,40.0,0.0,0.0,0.0
645.0,8.0,751.0,4.5,1,1461.0,0.0,0.0,0.0
953.0,9.0,2145.0,4.0,1,3742.0,0.0,0.0,0.0
617.0,4.0,601.0,4.0,1,520.0,0.0,0.0,0.0
510.0,5.0,426.0,4.0,1,250.0,0.0,0.0,0.0
1523.5,20.0,2220.0,4.0,1,329.0,0.0,0.0,0.0
187.0,6.0,297.0,4.0,1,330.0,0.0,0.0,0.0
396.0,3.0,659.0,4.0,1,0.0,0.0,0.0,0.0
737.5,7.0,441.0,4.0,1,539.0,0.0,0.0,0.0
803.0,8.0,1102.0,4.0,1,3807.0,0.0,0.0,0.0
747.0,9.0,855.0,4.0,1,528.0,0.0,0.0,0.0
1264.5,8.5,2050.0,4.0,1,1179.0,0.0,0.0,0.0
82.0,4.0,582.0,4.0,1,1032.0,15.0,2.0,0.0
127.0,2.5,721.0,4.0,1,122.0,0.0,0.0,0.0
181.0,2.0,169.0,4.0,1,162.0,0.0,0.0,0.0
521.75,6.0,394.0,4.0,1,115.0,0.0,0.0,0.0
202.5,3.5,808.0,4.0,1,67.0,0.0,0.0,0.0
815.0,7.5,1901.0,2.0,1,2750.0,0.0,0.0,0.0
335.0,4.0,120.0,4.0,1,68.0,16.0,2.0,0.0
203.0,3.5,488.0,4.0,1,180.0,0.0,0.0,0.0
102.5,1.0,531.0,4.0,1,93.0,0.0,0.0,0.0
24.0,1.0,863.0,4.0,1,873.0,0.0,0.0,0.0
262.0,4.0,40.0,4.0,1,309.0,0.0,0.0,0.0
735.0,8.0,1231.0,4.5,1,2223.0,0.0,0.0,0.0
10.5,2.0,482.0,4.0,0,395.0,8.333333333333334,0.0,0.0
683.5,6.0,877.0,4.5,1,1707.0,0.0,0.0,0.0
694.0,12.0,922.0,4.0,1,1386.0,0.0,0.0,0.0
137.0,2.0,774.0,4.0,1,75.0,0.0,0.0,0.0
220.25,14.0,220.0,4.0,1,401.0,0.0,0.0,0.0
710.0,6.0,550.0,4.0,1,1555.0,0.0,0.0,0.0
231.0,2.0,761.0,4.0,1,716.0,0.0,0.0,0.0
1310.5,7.0,1128.0,4.0,1,1537.0,0.0,0.0,0.0
719.5,9.5,1122.0,4.0,1,1202.0,0.0,0.0,0.0
369.0,2.5,485.0,4.0,1,337.0,0.0,0.0,0.0
159.0,15.0,178.0,4.0,1,811.0,0.0,0.0,0.0
1193.0,5.0,376.0,5.0,1,1720.0,0.0,0.0,0.0
59.5,1.0,445.0,4.0,0,225.0,9.0,0.0,0.0
40.5,1.0,779.0,5.0,0,726.0,0.0,0.0,0.0
945.0,17.0,1425.0,5.0,1,1380.0,0.0,0.0,0.0
895.0,18.0,2023.0,4.5,1,343.0,0.0,0.0,0.0
76.0,2.5,696.0,4.0,0,553.0,20.25,1.0,0.0
573.0,21.0,938.0,5.0,1,2228.0,0.0,0.0,0.0
653.0,6.5,839.0,4.0,1,1541.0,0.0,0.0,0.0
231.0,7.0,511.0,4.0,1,142.0,0.0,0.0,0.0
272.0,2.5,209.0,4.0,1,909.0,0.0,0.0,0.0
433.0,5.5,57.0,4.0,1,164.0,0.0,0.0,0.0
1048.0,29.0,260.0,5.0,1,448.0,0.0,0.0,0.0
493.5,5.0,215.0,4.0,1,260.0,0.0,0.0,0.0
103.0,4.0,642.0,2.0,1,17.0,0.0,0.0,0.0
1095.0,10.0,982.0,4.0,1,2695.0,0.0,0.0,0.0
676.5,8.0,960.0,4.0,1,1733.0,0.0,0.0,0.0
649.0,11.0,941.0,4.0,1,1407.0,0.0,0.0,0.0
1199.5,9.5,1247.0,4.0,1,2905.0,0.0,0.0,0.0
504.5,3.0,166.0,4.0,1,303.0,0.0,0.0,0.0
111.0,2.0,139.0,4.0,1,491.0,12.0,2.0,0.0
1094.0,13.0,1696.0,4.0,1,1557.0,0.0,0.0,0.0
2.5,0.0,660.0,0.0,0,1053.0,0.0,0.0,0.0
510.5,4.0,68.0,4.0,1,117.0,0.0,0.0,0.0
101.0,5.0,422.0,4.0,1,136.0,5.0,0.0,0.0
111.0,4.0,649.0,4.0,1,182.0,0.0,0.0,0.0
172.5,4.0,881.0,4.0,1,50.0,0.0,0.0,0.0
836.0,19.0,141.0,5.0,1,2615.0,0.0,0.0,0.0
1488.75,33.5,1863.0,5.0,1,164.0,0.0,0.0,0.0
572.0,6.0,287.0,0.0,1,918.0,0.0,0.0,0.0
96.0,1.0,963.0,3.0,0,467.0,14.8,2.0,0.0
268.0,4.5,698.0,4.0,1,289.0,0.0,0.0,0.0
530.0,5.0,355.0,2.0,1,219.0,0.0,0.0,0.0
34.0,1.0,731.0,4.0,0,634.0,0.0,0.0,0.0
7.5,9.0,540.0,0.0,1,388.0,18.0,1.0,0.0
1213.0,7.5,856.0,4.0,1,1150.0,0.0,0.0,0.0
345.75,6.5,845.0,4.0,1,456.0,0.0,0.0,0.0
64.0,1.0,419.0,4.0,0,1015.0,16.8,1.0,0.0
632.75,8.333333333333334,1284.0,4.5,1,1943.0,0.0,0.0,0.0
841.0,21.0,232.0,5.0,1,2589.0,0.0,0.0,0.0
60.25,2.0,767.0,4.0,1,251.0,12.25,3.0,0.0
636.0,8.0,656.0,4.0,1,831.0,0.0,0.0,0.0
554.5,3.0,86.0,4.0,1,671.0,0.0,0.0,0.0
334.0,3.0,125.0,4.0,1,119.0,16.0,1.0,0.0
56.0,1.0,610.0,4.0,0,338.0,35.0,0.0,0.0
647.5,5.0,185.0,4.0,1,178.0,0.0,0.0,0.0
68.0,1.5,525.0,4.0,1,203.0,0.0,0.0,0.0
1093.0,20.0,1859.0,2.5,1,649.0,0.0,0.0,0.0
271.0,8.5,245.0,4.0,1,248.0,0.0,0.0,0.0
233.0,3.5,461.0,4.0,1,161.0,0.0,0.0,0.0
176.0,2.0,290.0,4.0,1,108.0,0.0,0.0,0.0
309.0,4.0,216.0,4.0,1,386.0,0.0,0.0,0.0
154.0,2.333333333333333,209.0,4.0,1,91.0,11.0,3.0,0.0
398.75,2.0,541.0,4.0,1,281.0,0.0,0.0,0.0
627.5,7.0,365.0,4.0,1,1087.0,0.0,0.0,0.0
13.0,1.5,125.0,4.5,1,194.0,0.0,0.0,0.0
51.0,2.0,111.0,4.0,1,571.0,0.0,0.0,0.0
73.0,3.0,602.0,4.0,0,395.0,6.333333333333333,2.0,0.0
15.0,2.5,283.0,4.0,1,906.0,0.0,0.0,0.0
227.0,3.0,319.0,4.0,1,131.0,0.0,0.0,0.0
530.5,5.0,545.0,4.0,1,822.0,0.0,0.0,0.0
745.0,8.0,854.0,4.0,1,1778.0,0.0,0.0,0.0
163.5,4.5,1005.0,4.0,1,264.0,0.0,0.0,0.0
691.0,6.0,569.0,4.0,1,1593.0,0.0,0.0,0.0
77.0,2.0,130.0,4.5,0,93.0,20.0,1.0,0.0
226.0,2.0,634.0,4.0,1,131.0,0.0,0.0,0.0
676.0,6.0,868.0,4.0,1,1864.0,0.0,0.0,0.0
602.0,3.0,584.0,4.0,1,1091.0,0.0,0.0,0.0
593.0,2.5,976.0,4.0,1,2154.0,0.0,0.0,0.0
158.75,5.0,532.0,4.0,1,151.0,0.0,0.0,0.0
66.0,5.5,1234.0,4.0,1,311.0,0.0,0.0,0.0
252.0,6.0,698.0,4.0,1,224.0,0.0,0.0,0.0
1209.0,9.0,482.0,4.0,1,1902.0,0.0,0.0,0.0
96.75,3.0,138.0,4.0,1,109.0,0.0,0.0,0.0
279.0,3.0,40.0,0.0,1,1.0,0.0,0.0,0.0
491.5,3.0,774.0,4.0,1,503.0,0.0,0.0,0.0
200.5,3.5,810.0,4.0,1,286.0,0.0,0.0,0.0
540.0,5.0,219.0,4.0,1,1772.0,0.0,0.0,0.0
115.0,4.0,399.0,4.0,1,461.0,0.0,0.0,0.0
614.0,6.0,916.0,5.0,1,1458.0,0.0,0.0,0.0
114.0,2.0,178.0,4.0,1,20.0,0.0,0.0,0.0
975.0,3.5,8.0,5.0,1,374.0,0.0,0.0,0.0
515.0,5.0,659.0,4.0,1,695.0,0.0,0.0,0.0
466.0,7.0,416.0,4.0,1,171.0,0.0,0.0,0.0
